Text,CaptionType,DocumentId,PageNumber,Popularity,Score
Part VII. Grounding,Heading,DXEERFAAAAAAAAAA,503,3.184713376,1.64571456069354
Part IV. Nominal 120-Volt or 120/240-Volt Systems,Heading,DXEERFAAAAAAAAAA,467,3.184713376,1.64571456069354
"445.11 Marking. Each generator shall be provided with a nameplate giving the manufacturer’s name, the rated frequency, the number of phases",Title,DXEERFAAAAAAAAAA,333,3.184713376,1.64571456069354
445.13 Ampacity of Conductors.,Heading,DXEERFAAAAAAAAAA,333,3.184713376,1.64571456069354
445.14 Protection of Live Parts. Live parts of generators oper‐,Heading,DXEERFAAAAAAAAAA,333,3.184713376,1.64571456069354
445.18 Disconnecting Means,Heading,DXEERFAAAAAAAAAA,333,3.184713376,1.64571456069354
Each PV system disconnecting means shall,Title,DXEERFAAAAAAAAAA,566,3.184713376,1.64571456069354
525.23 Ground-Fault Circuit-Interrupter (GFCI) Protection.,Heading,DXEERFAAAAAAAAAA,449,3.184713376,1.64571456069354
"Table B.310.15(B)(2)(1) Ampacities of Two or Three Insulated Conductors, Rated 0 Through 2000 Volts, Within an Overall Covering (Multiconductor Cable), in Raceway in Free Air Based on Ambient Air Temperature of 30°C (86°F)*",TableCap,DXEERFAAAAAAAAAA,703,3.184713376,1.64571456069354
INFORMATIVE ANNEX B,Title,DXEERFAAAAAAAAAA,703,3.184713376,1.64571456069354
"525.21 Rides, Tents, and Concessions.",Heading,DXEERFAAAAAAAAAA,449,3.184713376,1.64571456069354
525.20 Wiring Methods.,Heading,DXEERFAAAAAAAAAA,449,3.184713376,1.64571456069354
"240.54 Type S Fuses, Adapters, and Fuseholders.",Heading,DXEERFAAAAAAAAAA,102,3.184713376,1.64571456069354
Part III. Wiring Methods,Heading,DXEERFAAAAAAAAAA,449,3.184713376,1.64571456069354
551.31 Multiple Supply Source.,Heading,DXEERFAAAAAAAAAA,467,3.184713376,1.64571456069354
Part II. Power Sources,Heading,DXEERFAAAAAAAAAA,449,3.184713376,1.64571456069354
551.41 Receptacle Outlets Required.,Heading,DXEERFAAAAAAAAAA,467,3.184713376,1.64571456069354
708.24 Transfer Equipment.,Heading,DXEERFAAAAAAAAAA,606,3.184713376,1.64571456069354
708.22 Capacity of Power Sources.,Heading,DXEERFAAAAAAAAAA,606,3.184713376,1.64571456069354
INFORMATIVE ANNEX A,Title,DXEERFAAAAAAAAAA,699,3.184713376,1.64571456069354
Informative Annex F Availability and Reliability for Critical Operations Power Systems; and Development and Implementation of Functional Performance Tests (FPTs) for Critical Operations Power Systems,Title,DXEERFAAAAAAAAAA,809,3.184713376,1.64571456069354
610.53 Overcurrent Protection.,Heading,DXEERFAAAAAAAAAA,503,3.184713376,1.64571456069354
"Part II. Over 1000 Volts, Nominal",Heading,DXEERFAAAAAAAAAA,343,3.184713376,1.64571456069354
460.24 Switching.,Heading,DXEERFAAAAAAAAAA,343,3.184713376,1.64571456069354
(2) Isolating or Disconnecting Switches with No Interrupting,Heading,DXEERFAAAAAAAAAA,343,3.184713376,1.64571456069354
460.25 Overcurrent Protection.,Heading,DXEERFAAAAAAAAAA,343,3.184713376,1.64571456069354
460.28 Means for Discharge.,Heading,DXEERFAAAAAAAAAA,343,3.184713376,1.64571456069354
ARTICLE 470 Resistors and Reactors,Title,DXEERFAAAAAAAAAA,343,3.184713376,1.64571456069354
480.2 Definitions.,Heading,DXEERFAAAAAAAAAA,344,3.184713376,1.64571456069354
"551.40 120-Volt or 120/240-Volt, Nominal, Systems.",Heading,DXEERFAAAAAAAAAA,467,3.184713376,1.64571456069354
Part IV. Overcurrent Protection,Heading,DXEERFAAAAAAAAAA,606,3.184713376,1.64571456069354
708.52 Ground-Fault Protection of Equipment.,Heading,DXEERFAAAAAAAAAA,606,3.184713376,1.64571456069354
Part II. Disconnecting Means,Heading,DXEERFAAAAAAAAAA,328,3.184713376,1.64571456069354
430.33 Intermittent and Similar Duty. A motor used for a,Heading,DXEERFAAAAAAAAAA,309,3.184713376,1.64571456069354
430.35 Shunting During Starting Period.,Heading,DXEERFAAAAAAAAAA,309,3.184713376,1.64571456069354
430.36 Fuses — In Which Conductor. Where fuses are used,Heading,DXEERFAAAAAAAAAA,309,3.184713376,1.64571456069354
430.37 Devices Other Than Fuses — In Which Conductor.,Heading,DXEERFAAAAAAAAAA,309,3.184713376,1.64571456069354
430.38 Number of Conductors Opened by Overload Device.,Heading,DXEERFAAAAAAAAAA,309,3.184713376,1.64571456069354
Table 430.37 Overload Units,TableCap,DXEERFAAAAAAAAAA,309,3.184713376,1.64571456069354
Part II. Installation,Heading,DXEERFAAAAAAAAAA,136,3.184713376,1.64571456069354
680.27 Specialized Pool Equipment.,FigureCap,DXEERFAAAAAAAAAA,553,3.184713376,1.64571456069354
shall be supported and secured at intervals not exceeding,Title,DXEERFAAAAAAAAAA,615,3.184713376,1.64571456069354
(A) Underwater Audio Equipment.  All underwater audio equipment shall be identified.,FigureCap,DXEERFAAAAAAAAAA,553,3.184713376,1.64571456069354
(B) Electrically Operated Pool Covers.,Heading,DXEERFAAAAAAAAAA,553,3.184713376,1.64571456069354
"725.136 Separation from Electric Light, Power, Class 1, Non– Power-Limited Fire Alarm Circuit Conductors, and Medium- Power Network-Powered Broadband Communications Cables.",Heading,DXEERFAAAAAAAAAA,615,3.184713376,1.64571456069354
Part III. Connecting SPDs,Heading,DXEERFAAAAAAAAAA,136,3.184713376,1.64571456069354
285.28 Grounding Electrode Conductor Connections and,Heading,DXEERFAAAAAAAAAA,136,3.184713376,1.64571456069354
ARTICLE 668 Electrolytic Cells,Title,DXEERFAAAAAAAAAA,540,3.184713376,1.64571456069354
668.2 Definitions.,Heading,DXEERFAAAAAAAAAA,540,3.184713376,1.64571456069354
665.25 Dielectric Heating Applicator Shielding. Protective,Heading,DXEERFAAAAAAAAAA,540,3.184713376,1.64571456069354
Part I. General,Heading,DXEERFAAAAAAAAAA,194,3.184713376,1.64571456069354
334.2 Definitions.,Heading,DXEERFAAAAAAAAAA,194,3.184713376,1.64571456069354
Part II. Installation,Heading,DXEERFAAAAAAAAAA,194,3.184713376,1.64571456069354
"ratings are obtained when applying these tables, the largest value obtained shall be used.",Title,DXEERFAAAAAAAAAA,319,3.184713376,1.64571456069354
430.111 Switch or Circuit Breaker as Both Controller and,Heading,DXEERFAAAAAAAAAA,319,3.184713376,1.64571456069354
430.112 Motors Served by Single Disconnecting Means. Each,Heading,DXEERFAAAAAAAAAA,319,3.184713376,1.64571456069354
Part X. Adjustable-Speed Drive Systems,Heading,DXEERFAAAAAAAAAA,319,3.184713376,1.64571456069354
430.122 Conductors — Minimum Size and Ampacity.,Heading,DXEERFAAAAAAAAAA,319,3.184713376,1.64571456069354
430.124 Overload Protection.,Heading,DXEERFAAAAAAAAAA,319,3.184713376,1.64571456069354
NFPA Electrical Engineering Division Technical Staff,Title,DXEERFAAAAAAAAAA,32,3.184713376,1.64571456069354
"ARTICLE 334 Nonmetallic-Sheathed Cable: Types NM, NMC, and NMS",Title,DXEERFAAAAAAAAAA,194,3.184713376,1.64571456069354
N,Heading,DXEERFAAAAAAAAAA,194,3.184713376,1.64571456069354
480.4 Battery and Cell Terminations.,Heading,DXEERFAAAAAAAAAA,344,3.184713376,1.64571456069354
ARTICLE 480 Storage Batteries,Title,DXEERFAAAAAAAAAA,344,3.184713376,1.64571456069354
706.21 Overcurrent Protection.,Heading,DXEERFAAAAAAAAAA,601,3.184713376,1.64571456069354
695.12 Equipment Location.,FigureCap,DXEERFAAAAAAAAAA,582,3.184713376,1.64571456069354
(B) Underground Service-Entrance Cable.,Heading,DXEERFAAAAAAAAAA,198,3.184713376,1.64571456069354
Part III. Construction,Heading,DXEERFAAAAAAAAAA,198,3.184713376,1.64571456069354
695.7 Voltage Drop.,Heading,DXEERFAAAAAAAAAA,582,3.184713376,1.64571456069354
"(A) Controllers and Transfer Switches. Electric motor-driven fire pump controllers and power transfer switches shall be loca‐ ted as close as practicable to, and within sight of, the motors that they control.",FigureCap,DXEERFAAAAAAAAAA,582,3.184713376,1.64571456069354
695.14 Control Wiring.,Heading,DXEERFAAAAAAAAAA,582,3.184713376,1.64571456069354
520.27 Stage Switchboard Feeders.,Heading,DXEERFAAAAAAAAAA,441,3.184713376,1.64571456069354
520.41 Circuit Loads.,Heading,DXEERFAAAAAAAAAA,441,3.184713376,1.64571456069354
Part III. Fixed Stage Equipment Other Than Switchboards,Heading,DXEERFAAAAAAAAAA,441,3.184713376,1.64571456069354
(2) Multiple Feeders to Intermediate Stage Switchboard (Patch,Heading,DXEERFAAAAAAAAAA,441,3.184713376,1.64571456069354
"620.84 Escalators, Moving Walks, Platform Lifts, and Stairway",Heading,DXEERFAAAAAAAAAA,512,3.184713376,1.64571456069354
a single means for disconnecting all ungrounded main power- supply conductors shall be provided and be lockable open in accordance with 110.25.,Title,DXEERFAAAAAAAAAA,511,3.184713376,1.64571456069354
"620.53 Car Light, Receptacle(s), and Ventilation Disconnecting",Heading,DXEERFAAAAAAAAAA,511,3.184713376,1.64571456069354
422.16 Flexible Cords.,Heading,DXEERFAAAAAAAAAA,280,3.184713376,1.64571456069354
"620.81 Metal Raceways Attached to Cars. Metal raceways,",Heading,DXEERFAAAAAAAAAA,512,3.184713376,1.64571456069354
Part IX. Grounding,Heading,DXEERFAAAAAAAAAA,512,3.184713376,1.64571456069354
"Part VIII. Machine Rooms, Control Rooms, Machinery Spaces, and Control Spaces",Heading,DXEERFAAAAAAAAAA,512,3.184713376,1.64571456069354
620.61 Overcurrent Protection. Overcurrent protection shall,Heading,DXEERFAAAAAAAAAA,512,3.184713376,1.64571456069354
Part VII. Overcurrent Protection,Heading,DXEERFAAAAAAAAAA,512,3.184713376,1.64571456069354
Part III. Control and Protection of Fixed Electric Space- Heating Equipment,Heading,DXEERFAAAAAAAAAA,284,3.184713376,1.64571456069354
(2) Inverter Output Circuit Current. The maximum current,Title,DXEERFAAAAAAAAAA,601,3.184713376,1.64571456069354
Part II. Installation,Heading,DXEERFAAAAAAAAAA,284,3.184713376,1.64571456069354
338.12 Uses Not Permitted.,Heading,DXEERFAAAAAAAAAA,198,3.184713376,1.64571456069354
"(B) Class II, Division 2.",Heading,DXEERFAAAAAAAAAA,368,3.184713376,1.64571456069354
422.15 Central Vacuum Outlet Assemblies.,Heading,DXEERFAAAAAAAAAA,280,3.184713376,1.64571456069354
Part II. Electrified Truck Parking Space Electrical Wiring Systems,Heading,DXEERFAAAAAAAAAA,519,3.184713376,1.64571456069354
FIGURE 690.56(C)(1)(a) Label for PV Systems that Shut Down the Array and the Conductors Leaving the Array.,FigureCap,DXEERFAAAAAAAAAA,571,3.184713376,1.64571456069354
FIGURE 690.56(C)(1)(b) Label for PV Systems that Shut Down the Conductors Leaving the Array Only.,FigureCap,DXEERFAAAAAAAAAA,571,3.184713376,1.64571456069354
Part VII. Connection to Other Sources 690.59 Connection to Other Sources. PV systems connected to other sources shall be installed in accordance with Parts I and II of Article 705.,FigureCap,DXEERFAAAAAAAAAA,571,3.184713376,1.64571456069354
Part VIII.  Storage,FigureCap,DXEERFAAAAAAAAAA,571,3.184713376,1.64571456069354
Control.,FigureCap,DXEERFAAAAAAAAAA,571,3.184713376,1.64571456069354
[See Table 310.104(C).],TableCap,DXEERFAAAAAAAAAA,166,3.184713376,1.64571456069354
"Table 310.60(C)(81) Ampacities of Single Insulated Copper Conductors Directly Buried in Earth Based on Ambient Earth Temperature of 20°C (68°F), Arrangement per Figure 310.60(C)(3), 100 Percent Load Factor, Thermal Resistance (RHO) of 90, Conductor Temperatures of 90°C (194°F) and 105°C (221°C)",TableCap,DXEERFAAAAAAAAAA,166,3.184713376,1.64571456069354
"691.1 Scope. This article covers the installation of large-scale PV electric power production facilities with a generating capacity of no less than 5000 kW, and not under exclusive util‐ ity control.",FigureCap,DXEERFAAAAAAAAAA,571,3.184713376,1.64571456069354
691.2 Definitions.,Heading,DXEERFAAAAAAAAAA,571,3.184713376,1.64571456069354
SOLAR PV SYSTEM EQUIPPED WITH RAPID SHUTDOWN,Title,DXEERFAAAAAAAAAA,571,3.184713376,1.64571456069354
Part III. Enclosures,Heading,DXEERFAAAAAAAAAA,102,3.184713376,1.64571456069354
840.133 Installation of Optical Fibers and Electrical The requirements of 770.133 shall apply.,FigureCap,DXEERFAAAAAAAAAA,680,3.184713376,1.64571456069354
840.154 Applications of Listed Optical Fiber,FigureCap,DXEERFAAAAAAAAAA,680,3.184713376,1.64571456069354
Part VI. Premises Powering of Communications Equipment over Communications Cables,Heading,DXEERFAAAAAAAAAA,680,3.184713376,1.64571456069354
692.2 Definitions.,Heading,DXEERFAAAAAAAAAA,572,3.184713376,1.64571456069354
Part VII. Listing Requirements,Heading,DXEERFAAAAAAAAAA,680,3.184713376,1.64571456069354
ARTICLE 692 Fuel Cell Systems,Title,DXEERFAAAAAAAAAA,572,3.184713376,1.64571456069354
Informative Annex G Supervisory Control and Data Acquisition (SCADA),Title,DXEERFAAAAAAAAAA,811,3.184713376,1.64571456069354
Table 626.11(B) Demand Factors for Services and Feeders,TableCap,DXEERFAAAAAAAAAA,519,3.184713376,1.64571456069354
626.23 Overhead Gantry or Cable Management System.,Heading,DXEERFAAAAAAAAAA,519,3.184713376,1.64571456069354
Part III. Electrified Truck Parking Space Supply Equipment,Heading,DXEERFAAAAAAAAAA,519,3.184713376,1.64571456069354
626.11 Feeder and Service Load Calculations.,Heading,DXEERFAAAAAAAAAA,519,3.184713376,1.64571456069354
691.8 Direct Current Operating Voltage. For large-scale,Heading,DXEERFAAAAAAAAAA,572,3.184713376,1.64571456069354
"502.25 Uninsulated Exposed Parts, Class II, Divisions 1 and 2.",Heading,DXEERFAAAAAAAAAA,368,3.184713376,1.64571456069354
"single-phase, 15- and 20-ampere receptacle outlets installed",Title,DXEERFAAAAAAAAAA,460,2.123142251,1.41661555494865
Part V. Other Energy Storage Technologies,Heading,DXEERFAAAAAAAAAA,602,2.123142251,1.41661555494865
Part I. General,Heading,DXEERFAAAAAAAAAA,239,2.123142251,1.41661555494865
550.13 Receptacle Outlets.,Heading,DXEERFAAAAAAAAAA,460,2.123142251,1.41661555494865
ARTICLE 386 Surface Metal Raceways,Title,DXEERFAAAAAAAAAA,228,2.123142251,1.41661555494865
332.40 Boxes and Fittings.,Heading,DXEERFAAAAAAAAAA,193,2.123142251,1.41661555494865
Part II. Installation,Heading,DXEERFAAAAAAAAAA,193,2.123142251,1.41661555494865
332.6 Listing Requirements.,Heading,DXEERFAAAAAAAAAA,193,2.123142251,1.41661555494865
393.40 Connectors and Enclosures.,Heading,DXEERFAAAAAAAAAA,239,2.123142251,1.41661555494865
394.2 Definition.,Heading,DXEERFAAAAAAAAAA,239,2.123142251,1.41661555494865
(A) Grounding-Type Receptacle Outlets.,Heading,DXEERFAAAAAAAAAA,460,2.123142251,1.41661555494865
Figure 551.46(C)(1).,FigureCap,DXEERFAAAAAAAAAA,469,2.123142251,1.41661555494865
Part III. Construction Specifications,Heading,DXEERFAAAAAAAAAA,197,2.123142251,1.41661555494865
N,Heading,DXEERFAAAAAAAAAA,193,2.123142251,1.41661555494865
390.2 Definition.,Heading,DXEERFAAAAAAAAAA,230,2.123142251,1.41661555494865
Part III. Construction Specifications,Heading,DXEERFAAAAAAAAAA,230,2.123142251,1.41661555494865
551.46 Means for Connecting to Power Supply.,Heading,DXEERFAAAAAAAAAA,469,2.123142251,1.41661555494865
551.45 Panelboard.,Heading,DXEERFAAAAAAAAAA,469,2.123142251,1.41661555494865
(B) Twenty-Ampere Main Power-Supply Assembly. Recrea‐,Title,DXEERFAAAAAAAAAA,469,2.123142251,1.41661555494865
338.2 Definitions.,Heading,DXEERFAAAAAAAAAA,197,2.123142251,1.41661555494865
ARTICLE 338 Service-Entrance Cable: Types SE and USE,Title,DXEERFAAAAAAAAAA,197,2.123142251,1.41661555494865
(2) Fire Protection for Feeders. Feeders shall,Heading,DXEERFAAAAAAAAAA,604,2.123142251,1.41661555494865
(A) Identification.,Heading,DXEERFAAAAAAAAAA,604,2.123142251,1.41661555494865
Part III. Construction Specifications,Heading,DXEERFAAAAAAAAAA,193,2.123142251,1.41661555494865
708.10 Feeder and Branch Circuit Wiring.,Heading,DXEERFAAAAAAAAAA,604,2.123142251,1.41661555494865
708.8 Commissioning.,Heading,DXEERFAAAAAAAAAA,604,2.123142251,1.41661555494865
Part I. General,Heading,DXEERFAAAAAAAAAA,607,2.123142251,1.41661555494865
712.2 Definitions.,Heading,DXEERFAAAAAAAAAA,607,2.123142251,1.41661555494865
ARTICLE 710 Stand-Alone  Systems,Title,DXEERFAAAAAAAAAA,607,2.123142251,1.41661555494865
ARTICLE 390 Underfloor Raceways,Title,DXEERFAAAAAAAAAA,230,2.123142251,1.41661555494865
706.30 Installation of Batteries.,Heading,DXEERFAAAAAAAAAA,602,2.123142251,1.41661555494865
706.31 Battery and Cell Terminations.,Heading,DXEERFAAAAAAAAAA,602,2.123142251,1.41661555494865
708.6 Testing and Maintenance.,Heading,DXEERFAAAAAAAAAA,604,2.123142251,1.41661555494865
Part IV. Flow Battery Energy Storage Systems,Heading,DXEERFAAAAAAAAAA,602,2.123142251,1.41661555494865
Part II. Circuit Wiring and Equipment,Heading,DXEERFAAAAAAAAAA,604,2.123142251,1.41661555494865
FIGURE 551.46(C)(1) Configurations for Grounding-Type Receptacles and Attachment Plug Caps Used for Recreational Vehicle Supply Cords and Recreational Vehicle Lots.,FigureCap,DXEERFAAAAAAAAAA,469,2.123142251,1.41661555494865
Part II. Installation,Heading,DXEERFAAAAAAAAAA,224,2.123142251,1.41661555494865
Table 240.92(B) Tap Conductor Short-Circuit Current Ratings,TableCap,DXEERFAAAAAAAAAA,105,2.123142251,1.41661555494865
ARTICLE 647 Sensitive Electronic Equipment,Heading,DXEERFAAAAAAAAAA,535,2.123142251,1.41661555494865
646.20 Working Space for ITE.,Heading,DXEERFAAAAAAAAAA,535,2.123142251,1.41661555494865
Part IV. Workspace,Heading,DXEERFAAAAAAAAAA,535,2.123142251,1.41661555494865
"boxes and enclosures (including transfer switches, generators, and power panels) for emergency circuits shall be marked to",Title,DXEERFAAAAAAAAAA,535,2.123142251,1.41661555494865
Part III. Lighting,Heading,DXEERFAAAAAAAAAA,534,2.123142251,1.41661555494865
Part II. Equipment,Heading,DXEERFAAAAAAAAAA,534,2.123142251,1.41661555494865
646.8 Field-Wiring Compartments. A field-wiring compart‐,Heading,DXEERFAAAAAAAAAA,534,2.123142251,1.41661555494865
short-circuit current rating of the MDC shall be based on the short-circuit current rating of a listed and labeled MDC or the short-circuit current rating established utilizing an approved method.,Title,DXEERFAAAAAAAAAA,534,2.123142251,1.41661555494865
ARTICLE 355 Reinforced Thermosetting Resin Conduit: Type RTRC,Title,DXEERFAAAAAAAAAA,209,2.123142251,1.41661555494865
Part II. Installation,Heading,DXEERFAAAAAAAAAA,209,2.123142251,1.41661555494865
355.2 Definition.,Heading,DXEERFAAAAAAAAAA,209,2.123142251,1.41661555494865
"Table C.12(A) Maximum Number of Conductors or Fixture Wires in Type A, Rigid PVC Conduit (Based on Chapter 9: Table 1, Table 4, and Table 5A)",TableCap,DXEERFAAAAAAAAAA,786,2.123142251,1.41661555494865
690.10 Stand-Alone Systems.  to a 690.11 Arc-Fault Circuit Protection (Direct Current). Photo‐ voltaic  volts  or greater between any two conductors shall be protected by a listed  arc-fault circuit system components listed to provide equiv‐ alent protection. The 690.12 Rapid Shutdown of PV Systems on Buildings. PV system circuits installed on or in buildings shall include a rapid shutdown  in accordance with  through,FigureCap,DXEERFAAAAAAAAAA,565,2.123142251,1.41661555494865
690.42 Point of System Grounding Connection.,FigureCap,DXEERFAAAAAAAAAA,569,2.123142251,1.41661555494865
Part III. Construction,Heading,DXEERFAAAAAAAAAA,220,2.123142251,1.41661555494865
368.234 Barriers and Seals.,Heading,DXEERFAAAAAAAAAA,220,2.123142251,1.41661555494865
"368.240 Wiring  Volts or Less, Nominal. Secondary",Heading,DXEERFAAAAAAAAAA,220,2.123142251,1.41661555494865
690.43 Equipment Grounding,FigureCap,DXEERFAAAAAAAAAA,569,2.123142251,1.41661555494865
Devices,Title,DXEERFAAAAAAAAAA,569,2.123142251,1.41661555494865
690.47 Grounding Electrode System.,FigureCap,DXEERFAAAAAAAAAA,569,2.123142251,1.41661555494865
(A),FigureCap,DXEERFAAAAAAAAAA,569,2.123142251,1.41661555494865
Part II. Permanent Audio System Installations,Heading,DXEERFAAAAAAAAAA,526,2.123142251,1.41661555494865
(A) Wiring to and Between Audio Equipment.,Heading,DXEERFAAAAAAAAAA,526,2.123142251,1.41661555494865
640.9 Wiring Methods.,Heading,DXEERFAAAAAAAAAA,526,2.123142251,1.41661555494865
Table 690.31(E) Minimum PV Wire Strands,TableCap,DXEERFAAAAAAAAAA,568,2.123142251,1.41661555494865
640.8 Grouping of Conductors. Insulated conductors of,Heading,DXEERFAAAAAAAAAA,526,2.123142251,1.41661555494865
ARTICLE 682 Natural and Artificially Made Bodies of Water,Title,DXEERFAAAAAAAAAA,559,2.123142251,1.41661555494865
Part II. Installation,Heading,DXEERFAAAAAAAAAA,559,2.123142251,1.41661555494865
FIGURE 680.9(A)  Clearances from Pool Structures.,FigureCap,DXEERFAAAAAAAAAA,548,2.123142251,1.41661555494865
Part II. Permanently Installed Pools,Heading,DXEERFAAAAAAAAAA,548,2.123142251,1.41661555494865
680.14 Corrosive Environment.,Heading,DXEERFAAAAAAAAAA,548,2.123142251,1.41661555494865
"include pumps, air blowers, heaters, lights, controls, sanitizer generators, and so forth.",Title,DXEERFAAAAAAAAAA,547,2.123142251,1.41661555494865
"ARTICLE 680 Swimming Pools, Fountains, and Similar Installations",Title,DXEERFAAAAAAAAAA,546,2.123142251,1.41661555494865
Permanently Installed Decorative Fountains and Reflection,Heading,DXEERFAAAAAAAAAA,546,2.123142251,1.41661555494865
680.2 Definitions.,Heading,DXEERFAAAAAAAAAA,546,2.123142251,1.41661555494865
Part I. General,Heading,DXEERFAAAAAAAAAA,546,2.123142251,1.41661555494865
Part II. Center Pivot Irrigation Machines,Heading,DXEERFAAAAAAAAAA,546,2.123142251,1.41661555494865
sized in accordance with 250.122 but not smaller than 12 AWG. The cord shall terminate in a grounding-type attachment plug.,Title,DXEERFAAAAAAAAAA,549,2.123142251,1.41661555494865
(B) Wet-Niche Luminaires.,Heading,DXEERFAAAAAAAAAA,550,2.123142251,1.41661555494865
682.14 Submersible or Floating Equipment Power Connec‐,Heading,DXEERFAAAAAAAAAA,559,2.123142251,1.41661555494865
(C) Dry-Niche Luminaires.,Heading,DXEERFAAAAAAAAAA,550,2.123142251,1.41661555494865
670.4 Supply Conductors and Overcurrent Protection.,Heading,DXEERFAAAAAAAAAA,543,2.123142251,1.41661555494865
670.3 Machine Nameplate Data.,Heading,DXEERFAAAAAAAAAA,543,2.123142251,1.41661555494865
670.2 Definition.,Heading,DXEERFAAAAAAAAAA,543,2.123142251,1.41661555494865
669.9 Overcurrent Protection. Direct-current conductors,Heading,DXEERFAAAAAAAAAA,543,2.123142251,1.41661555494865
Part IV. Spas and Hot Tubs,Heading,DXEERFAAAAAAAAAA,554,2.123142251,1.41661555494865
N,Heading,DXEERFAAAAAAAAAA,554,2.123142251,1.41661555494865
Part III. Construction Specifications,Heading,DXEERFAAAAAAAAAA,216,2.123142251,1.41661555494865
Part I. General,Heading,DXEERFAAAAAAAAAA,216,2.123142251,1.41661555494865
366.2 Definitions.,Heading,DXEERFAAAAAAAAAA,216,2.123142251,1.41661555494865
Part I. General,Heading,DXEERFAAAAAAAAAA,559,2.123142251,1.41661555494865
682.2 Definitions.,Heading,DXEERFAAAAAAAAAA,559,2.123142251,1.41661555494865
ARTICLE 670 Industrial Machinery,Title,DXEERFAAAAAAAAAA,543,2.123142251,1.41661555494865
240.92 Location in Circuit. An overcurrent device shall be connected in each ungrounded circuit conductor as required in 240.92(A) through (E).,Title,DXEERFAAAAAAAAAA,105,2.123142251,1.41661555494865
Part VI. Marking,Heading,DXEERFAAAAAAAAAA,570,2.123142251,1.41661555494865
640.1 Scope.,Heading,DXEERFAAAAAAAAAA,524,2.123142251,1.41661555494865
376.70 Extensions from Metal Wireways. Extensions from,FigureCap,DXEERFAAAAAAAAAA,224,2.123142251,1.41661555494865
Part III. Construction Specifications,Heading,DXEERFAAAAAAAAAA,224,2.123142251,1.41661555494865
Part I. General,Heading,DXEERFAAAAAAAAAA,224,2.123142251,1.41661555494865
378.2 Definition.,Heading,DXEERFAAAAAAAAAA,224,2.123142251,1.41661555494865
Part II. Installation,Heading,DXEERFAAAAAAAAAA,239,2.123142251,1.41661555494865
ARTICLE 378 Nonmetallic Wireways,Title,DXEERFAAAAAAAAAA,224,2.123142251,1.41661555494865
Receptacles,Heading,DXEERFAAAAAAAAAA,797,2.123142251,1.41661555494865
Example D3(a) Industrial Feeders in a Common Raceway,Title,DXEERFAAAAAAAAAA,797,2.123142251,1.41661555494865
(B) Installation.,Heading,DXEERFAAAAAAAAAA,486,2.123142251,1.41661555494865
Table 555.12 Demand Factors,TableCap,DXEERFAAAAAAAAAA,486,2.123142251,1.41661555494865
(A) Wiring Methods.,Heading,DXEERFAAAAAAAAAA,486,2.123142251,1.41661555494865
376.58 Dead Ends.  Dead ends of metal wireways shall be closed.,FigureCap,DXEERFAAAAAAAAAA,224,2.123142251,1.41661555494865
555.13 Wiring Methods and Installation.,Heading,DXEERFAAAAAAAAAA,486,2.123142251,1.41661555494865
"555.11 Circuit Breakers, Switches, Panelboards, and Marine",Heading,DXEERFAAAAAAAAAA,486,2.123142251,1.41661555494865
555.10 Electrical Equipment Enclosures.,Heading,DXEERFAAAAAAAAAA,485,2.123142251,1.41661555494865
555.3 Ground-Fault Protection.,Heading,DXEERFAAAAAAAAAA,485,2.123142251,1.41661555494865
555.2 Definitions.,Heading,DXEERFAAAAAAAAAA,485,2.123142251,1.41661555494865
553.11 Bonding of Non–Current-Carrying Metal Parts. All,Heading,DXEERFAAAAAAAAAA,485,2.123142251,1.41661555494865
553.10 Equipment Grounding.,Heading,DXEERFAAAAAAAAAA,485,2.123142251,1.41661555494865
Part III. Grounding,Heading,DXEERFAAAAAAAAAA,485,2.123142251,1.41661555494865
384.30 Securing and Supporting.,Heading,DXEERFAAAAAAAAAA,228,2.123142251,1.41661555494865
Table 384.22 Channel Size and Inside Cross-Sectional Area,TableCap,DXEERFAAAAAAAAAA,228,2.123142251,1.41661555494865
Part III. Construction Specifications,Heading,DXEERFAAAAAAAAAA,228,2.123142251,1.41661555494865
Part I. General,Heading,DXEERFAAAAAAAAAA,228,2.123142251,1.41661555494865
555.12 Load Calculations for Service and Feeder Conductors.,Heading,DXEERFAAAAAAAAAA,486,2.123142251,1.41661555494865
"ARTICLE 640 Audio Signal Processing, Amplification, and Reproduction Equipment",Title,DXEERFAAAAAAAAAA,524,2.123142251,1.41661555494865
(B) Power Distribution Blocks.,Heading,DXEERFAAAAAAAAAA,224,2.123142251,1.41661555494865
376.30 Securing and Supporting. Metal wireways shall be,Heading,DXEERFAAAAAAAAAA,224,2.123142251,1.41661555494865
Part I. General,Heading,DXEERFAAAAAAAAAA,524,2.123142251,1.41661555494865
690.52 Alternating-Current  Photovoltaic  Modules.,FigureCap,DXEERFAAAAAAAAAA,570,2.123142251,1.41661555494865
690.53 Direct-Current Photovoltaic Power Source. A perma‐ nent label for  power source indicating the informa‐ tion specified in (1) through  shall be provided by the installer at,FigureCap,DXEERFAAAAAAAAAA,570,2.123142251,1.41661555494865
N,Title,DXEERFAAAAAAAAAA,570,2.123142251,1.41661555494865
Part I. General,Heading,DXEERFAAAAAAAAAA,220,2.123142251,1.41661555494865
370.2 Definition.,Heading,DXEERFAAAAAAAAAA,220,2.123142251,1.41661555494865
